total_points,hp,attack,defense,sp_attack,sp_defense,speed
520.0,80.0,85.0,75.0,110.0,100.0,70.0
483.0,58.0,95.0,145.0,50.0,105.0,30.0
270.0,45.0,40.0,40.0,50.0,61.0,34.0
495.0,65.0,60.0,75.0,110.0,121.0,64.0
470.0,65.0,100.0,100.0,70.0,60.0,75.0
435.0,48.0,101.0,95.0,91.0,85.0,15.0
185.0,30.0,25.0,35.0,45.0,30.0,20.0
475.0,70.0,65.0,60.0,125.0,90.0,65.0
470.0,100.0,125.0,135.0,20.0,20.0,70.0
470.0,75.0,80.0,110.0,65.0,90.0,50.0
470.0,75.0,80.0,70.0,65.0,50.0,130.0
475.0,60.0,65.0,55.0,105.0,95.0,95.0
475.0,70.0,55.0,65.0,95.0,105.0,85.0
436.0,58.0,95.0,58.0,70.0,58.0,97.0
436.0,58.0,95.0,58.0,70.0,58.0,97.0
330.0,72.0,80.0,49.0,40.0,49.0,40.0
500.0,122.0,130.0,69.0,80.0,69.0,30.0
505.0,90.0,100.0,90.0,80.0,70.0,75.0
505.0,90.0,100.0,90.0,90.0,80.0,55.0
505.0,90.0,90.0,100.0,70.0,80.0,75.0
505.0,90.0,90.0,100.0,80.0,90.0,55.0
535.0,70.0,95.0,115.0,120.0,50.0,85.0
270.0,28.0,60.0,30.0,40.0,30.0,82.0
410.0,68.0,80.0,50.0,60.0,50.0,102.0
600.0,88.0,120.0,75.0,100.0,75.0,142.0
720.0,92.0,170.0,115.0,80.0,115.0,148.0
670.0,92.0,130.0,115.0,80.0,115.0,138.0
720.0,92.0,130.0,145.0,80.0,145.0,128.0
670.0,92.0,130.0,115.0,80.0,115.0,138.0
690.0,140.0,85.0,95.0,145.0,95.0,130.0
1125.0,255.0,115.0,250.0,125.0,250.0,130.0
