pokedex_number,name,generation,status,species,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate
271,Lombre,3,Normal,Jolly Pokémon,Water,Grass,1.2,32.5,340.0,60.0,50.0,50.0,60.0,70.0,50.0,120.0,70.0,119.0,Medium Slow
272,Ludicolo,3,Normal,Carefree Pokémon,Water,Grass,1.5,55.0,480.0,80.0,70.0,70.0,90.0,100.0,70.0,45.0,70.0,216.0,Medium Slow
273,Seedot,3,Normal,Acorn Pokémon,Grass,,0.5,4.0,220.0,40.0,40.0,50.0,30.0,30.0,30.0,255.0,70.0,44.0,Medium Slow
274,Nuzleaf,3,Normal,Wily Pokémon,Grass,Dark,1.0,28.0,340.0,70.0,70.0,40.0,60.0,40.0,60.0,120.0,70.0,119.0,Medium Slow
275,Shiftry,3,Normal,Wicked Pokémon,Grass,Dark,1.3,59.6,480.0,90.0,100.0,60.0,90.0,60.0,80.0,45.0,70.0,216.0,Medium Slow
276,Taillow,3,Normal,TinySwallow Pokémon,Normal,Flying,0.3,2.3,270.0,40.0,55.0,30.0,30.0,30.0,85.0,200.0,70.0,54.0,Medium Slow
277,Swellow,3,Normal,Swallow Pokémon,Normal,Flying,0.7,19.8,455.0,60.0,85.0,60.0,75.0,50.0,125.0,45.0,70.0,159.0,Medium Slow
278,Wingull,3,Normal,Seagull Pokémon,Water,Flying,0.6,9.5,270.0,40.0,30.0,30.0,55.0,30.0,85.0,190.0,70.0,54.0,Medium Fast
279,Pelipper,3,Normal,Water Bird Pokémon,Water,Flying,1.2,28.0,440.0,60.0,50.0,100.0,95.0,70.0,65.0,45.0,70.0,154.0,Medium Fast
280,Ralts,3,Normal,Feeling Pokémon,Psychic,Fairy,0.4,6.6,198.0,28.0,25.0,25.0,45.0,35.0,40.0,235.0,35.0,40.0,Slow
281,Kirlia,3,Normal,Emotion Pokémon,Psychic,Fairy,0.8,20.2,278.0,38.0,35.0,35.0,65.0,55.0,50.0,120.0,35.0,97.0,Slow
282,Gardevoir,3,Normal,Embrace Pokémon,Psychic,Fairy,1.6,48.4,518.0,68.0,65.0,65.0,125.0,115.0,80.0,45.0,35.0,233.0,Slow
282,Mega Gardevoir,3,Normal,Embrace Pokémon,Psychic,Fairy,1.6,48.4,618.0,68.0,85.0,65.0,165.0,135.0,100.0,45.0,35.0,278.0,Slow
283,Surskit,3,Normal,Pond Skater Pokémon,Bug,Water,0.5,1.7,269.0,40.0,30.0,32.0,50.0,52.0,65.0,200.0,70.0,54.0,Medium Fast
284,Masquerain,3,Normal,Eyeball Pokémon,Bug,Flying,0.8,3.6,454.0,70.0,60.0,62.0,100.0,82.0,80.0,75.0,70.0,159.0,Medium Fast
285,Shroomish,3,Normal,Mushroom Pokémon,Grass,,0.4,4.5,295.0,60.0,40.0,60.0,40.0,60.0,35.0,255.0,70.0,59.0,Fluctuating
286,Breloom,3,Normal,Mushroom Pokémon,Grass,Fighting,1.2,39.2,460.0,60.0,130.0,80.0,60.0,60.0,70.0,90.0,70.0,161.0,Fluctuating
287,Slakoth,3,Normal,Slacker Pokémon,Normal,,0.8,24.0,280.0,60.0,60.0,60.0,35.0,35.0,30.0,255.0,70.0,56.0,Slow
288,Vigoroth,3,Normal,Wild Monkey Pokémon,Normal,,1.4,46.5,440.0,80.0,80.0,80.0,55.0,55.0,90.0,120.0,70.0,154.0,Slow
289,Slaking,3,Normal,Lazy Pokémon,Normal,,2.0,130.5,670.0,150.0,160.0,100.0,95.0,65.0,100.0,45.0,70.0,252.0,Slow
290,Nincada,3,Normal,Trainee Pokémon,Bug,Ground,0.5,5.5,266.0,31.0,45.0,90.0,30.0,30.0,40.0,255.0,70.0,53.0,Erratic
291,Ninjask,3,Normal,Ninja Pokémon,Bug,Flying,0.8,12.0,456.0,61.0,90.0,45.0,50.0,50.0,160.0,120.0,70.0,160.0,Erratic
292,Shedinja,3,Normal,Shed Pokémon,Bug,Ghost,0.8,1.2,236.0,1.0,90.0,45.0,30.0,30.0,40.0,45.0,70.0,83.0,Erratic
293,Whismur,3,Normal,Whisper Pokémon,Normal,,0.6,16.3,240.0,64.0,51.0,23.0,51.0,23.0,28.0,190.0,70.0,48.0,Medium Slow
294,Loudred,3,Normal,Big Voice Pokémon,Normal,,1.0,40.5,360.0,84.0,71.0,43.0,71.0,43.0,48.0,120.0,70.0,126.0,Medium Slow
295,Exploud,3,Normal,Loud Noise Pokémon,Normal,,1.5,84.0,490.0,104.0,91.0,63.0,91.0,73.0,68.0,45.0,70.0,221.0,Medium Slow
296,Makuhita,3,Normal,Guts Pokémon,Fighting,,1.0,86.4,237.0,72.0,60.0,30.0,20.0,30.0,25.0,180.0,70.0,47.0,Fluctuating
297,Hariyama,3,Normal,Arm Thrust Pokémon,Fighting,,2.3,253.8,474.0,144.0,120.0,60.0,40.0,60.0,50.0,200.0,70.0,166.0,Fluctuating
298,Azurill,3,Normal,Polka Dot Pokémon,Normal,Fairy,0.2,2.0,190.0,50.0,20.0,40.0,20.0,40.0,20.0,150.0,70.0,38.0,Fast
299,Nosepass,3,Normal,Compass Pokémon,Rock,,1.0,97.0,375.0,30.0,45.0,135.0,45.0,90.0,30.0,255.0,70.0,75.0,Medium Fast
300,Skitty,3,Normal,Kitten Pokémon,Normal,,0.6,11.0,260.0,50.0,45.0,45.0,35.0,35.0,50.0,255.0,70.0,52.0,Fast
301,Delcatty,3,Normal,Prim Pokémon,Normal,,1.1,32.6,400.0,70.0,65.0,65.0,55.0,55.0,90.0,60.0,70.0,140.0,Fast
302,Sableye,3,Normal,Darkness Pokémon,Dark,Ghost,0.5,11.0,380.0,50.0,75.0,75.0,65.0,65.0,50.0,45.0,35.0,133.0,Medium Slow
302,Mega Sableye,3,Normal,Darkness Pokémon,Dark,Ghost,0.5,161.0,480.0,50.0,85.0,125.0,85.0,115.0,20.0,45.0,35.0,168.0,Medium Slow
303,Mawile,3,Normal,Deceiver Pokémon,Steel,Fairy,0.6,11.5,380.0,50.0,85.0,85.0,55.0,55.0,50.0,45.0,70.0,133.0,Fast
303,Mega Mawile,3,Normal,Deceiver Pokémon,Steel,Fairy,1.0,23.5,480.0,50.0,105.0,125.0,55.0,95.0,50.0,45.0,70.0,168.0,Fast
304,Aron,3,Normal,Iron Armor Pokémon,Steel,Rock,0.4,60.0,330.0,50.0,70.0,100.0,40.0,40.0,30.0,180.0,35.0,66.0,Slow
305,Lairon,3,Normal,Iron Armor Pokémon,Steel,Rock,0.9,120.0,430.0,60.0,90.0,140.0,50.0,50.0,40.0,90.0,35.0,151.0,Slow
306,Aggron,3,Normal,Iron Armor Pokémon,Steel,Rock,2.1,360.0,530.0,70.0,110.0,180.0,60.0,60.0,50.0,45.0,35.0,239.0,Slow
306,Mega Aggron,3,Normal,Iron Armor Pokémon,Steel,,2.2,395.0,630.0,70.0,140.0,230.0,60.0,80.0,50.0,45.0,35.0,284.0,Slow
307,Meditite,3,Normal,Meditate Pokémon,Fighting,Psychic,0.6,11.2,280.0,30.0,40.0,55.0,40.0,55.0,60.0,180.0,70.0,56.0,Medium Fast
308,Medicham,3,Normal,Meditate Pokémon,Fighting,Psychic,1.3,31.5,410.0,60.0,60.0,75.0,60.0,75.0,80.0,90.0,70.0,144.0,Medium Fast
308,Mega Medicham,3,Normal,Meditate Pokémon,Fighting,Psychic,1.3,31.5,510.0,60.0,100.0,85.0,80.0,85.0,100.0,90.0,70.0,179.0,Medium Fast
309,Electrike,3,Normal,Lightning Pokémon,Electric,,0.6,15.2,295.0,40.0,45.0,40.0,65.0,40.0,65.0,120.0,70.0,59.0,Slow
310,Manectric,3,Normal,Discharge Pokémon,Electric,,1.5,40.2,475.0,70.0,75.0,60.0,105.0,60.0,105.0,45.0,70.0,166.0,Slow
310,Mega Manectric,3,Normal,Discharge Pokémon,Electric,,1.8,44.0,575.0,70.0,75.0,80.0,135.0,80.0,135.0,45.0,70.0,201.0,Slow
311,Plusle,3,Normal,Cheering Pokémon,Electric,,0.4,4.2,405.0,60.0,50.0,40.0,85.0,75.0,95.0,200.0,70.0,142.0,Medium Fast
312,Minun,3,Normal,Cheering Pokémon,Electric,,0.4,4.2,405.0,60.0,40.0,50.0,75.0,85.0,95.0,200.0,70.0,142.0,Medium Fast
313,Volbeat,3,Normal,Firefly Pokémon,Bug,,0.7,17.7,430.0,65.0,73.0,75.0,47.0,85.0,85.0,150.0,70.0,151.0,Erratic
314,Illumise,3,Normal,Firefly Pokémon,Bug,,0.6,17.7,430.0,65.0,47.0,75.0,73.0,85.0,85.0,150.0,70.0,151.0,Fluctuating
315,Roselia,3,Normal,Thorn Pokémon,Grass,Poison,0.3,2.0,400.0,50.0,60.0,45.0,100.0,80.0,65.0,150.0,70.0,140.0,Medium Slow
316,Gulpin,3,Normal,Stomach Pokémon,Poison,,0.4,10.3,302.0,70.0,43.0,53.0,43.0,53.0,40.0,225.0,70.0,60.0,Fluctuating
317,Swalot,3,Normal,Poison Bag Pokémon,Poison,,1.7,80.0,467.0,100.0,73.0,83.0,73.0,83.0,55.0,75.0,70.0,163.0,Fluctuating
318,Carvanha,3,Normal,Savage Pokémon,Water,Dark,0.8,20.8,305.0,45.0,90.0,20.0,65.0,20.0,65.0,225.0,35.0,61.0,Slow
319,Sharpedo,3,Normal,Brutal Pokémon,Water,Dark,1.8,88.8,460.0,70.0,120.0,40.0,95.0,40.0,95.0,60.0,35.0,161.0,Slow
319,Mega Sharpedo,3,Normal,Brutal Pokémon,Water,Dark,2.5,130.3,560.0,70.0,140.0,70.0,110.0,65.0,105.0,60.0,35.0,196.0,Slow
320,Wailmer,3,Normal,Ball Whale Pokémon,Water,,2.0,130.0,400.0,130.0,70.0,35.0,70.0,35.0,60.0,125.0,70.0,80.0,Fluctuating
321,Wailord,3,Normal,Float Whale Pokémon,Water,,14.5,398.0,500.0,170.0,90.0,45.0,90.0,45.0,60.0,60.0,70.0,175.0,Fluctuating
322,Numel,3,Normal,Numb Pokémon,Fire,Ground,0.7,24.0,305.0,60.0,60.0,40.0,65.0,45.0,35.0,255.0,70.0,61.0,Medium Fast
323,Camerupt,3,Normal,Eruption Pokémon,Fire,Ground,1.9,220.0,460.0,70.0,100.0,70.0,105.0,75.0,40.0,150.0,70.0,161.0,Medium Fast
323,Mega Camerupt,3,Normal,Eruption Pokémon,Fire,Ground,2.5,320.5,560.0,70.0,120.0,100.0,145.0,105.0,20.0,150.0,70.0,196.0,Medium Fast
324,Torkoal,3,Normal,Coal Pokémon,Fire,,0.5,80.4,470.0,70.0,85.0,140.0,85.0,70.0,20.0,90.0,70.0,165.0,Medium Fast
325,Spoink,3,Normal,Bounce Pokémon,Psychic,,0.7,30.6,330.0,60.0,25.0,35.0,70.0,80.0,60.0,255.0,70.0,66.0,Fast
326,Grumpig,3,Normal,Manipulate Pokémon,Psychic,,0.9,71.5,470.0,80.0,45.0,65.0,90.0,110.0,80.0,60.0,70.0,165.0,Fast
327,Spinda,3,Normal,Spot Panda Pokémon,Normal,,1.1,5.0,360.0,60.0,60.0,60.0,60.0,60.0,60.0,255.0,70.0,126.0,Fast
328,Trapinch,3,Normal,Ant Pit Pokémon,Ground,,0.7,15.0,290.0,45.0,100.0,45.0,45.0,45.0,10.0,255.0,70.0,58.0,Medium Slow
329,Vibrava,3,Normal,Vibration Pokémon,Ground,Dragon,1.1,15.3,340.0,50.0,70.0,50.0,50.0,50.0,70.0,120.0,70.0,119.0,Medium Slow
330,Flygon,3,Normal,Mystic Pokémon,Ground,Dragon,2.0,82.0,520.0,80.0,100.0,80.0,80.0,80.0,100.0,45.0,70.0,234.0,Medium Slow
331,Cacnea,3,Normal,Cactus Pokémon,Grass,,0.4,51.3,335.0,50.0,85.0,40.0,85.0,40.0,35.0,190.0,35.0,67.0,Medium Slow
332,Cacturne,3,Normal,Scarecrow Pokémon,Grass,Dark,1.3,77.4,475.0,70.0,115.0,60.0,115.0,60.0,55.0,60.0,35.0,166.0,Medium Slow
333,Swablu,3,Normal,Cotton Bird Pokémon,Normal,Flying,0.4,1.2,310.0,45.0,40.0,60.0,40.0,75.0,50.0,255.0,70.0,62.0,Erratic
334,Altaria,3,Normal,Humming Pokémon,Dragon,Flying,1.1,20.6,490.0,75.0,70.0,90.0,70.0,105.0,80.0,45.0,70.0,172.0,Erratic
334,Mega Altaria,3,Normal,Humming Pokémon,Dragon,Fairy,1.5,20.6,590.0,75.0,110.0,110.0,110.0,105.0,80.0,45.0,70.0,207.0,Erratic
335,Zangoose,3,Normal,Cat Ferret Pokémon,Normal,,1.3,40.3,458.0,73.0,115.0,60.0,60.0,60.0,90.0,90.0,70.0,160.0,Erratic
336,Seviper,3,Normal,Fang Snake Pokémon,Poison,,2.7,52.5,458.0,73.0,100.0,60.0,100.0,60.0,65.0,90.0,70.0,160.0,Fluctuating
337,Lunatone,3,Normal,Meteorite Pokémon,Rock,Psychic,1.0,168.0,460.0,90.0,55.0,65.0,95.0,85.0,70.0,45.0,70.0,161.0,Fast
338,Solrock,3,Normal,Meteorite Pokémon,Rock,Psychic,1.2,154.0,460.0,90.0,95.0,85.0,55.0,65.0,70.0,45.0,70.0,161.0,Fast
339,Barboach,3,Normal,Whiskers Pokémon,Water,Ground,0.4,1.9,288.0,50.0,48.0,43.0,46.0,41.0,60.0,190.0,70.0,58.0,Medium Fast
340,Whiscash,3,Normal,Whiskers Pokémon,Water,Ground,0.9,23.6,468.0,110.0,78.0,73.0,76.0,71.0,60.0,75.0,70.0,164.0,Medium Fast
341,Corphish,3,Normal,Ruffian Pokémon,Water,,0.6,11.5,308.0,43.0,80.0,65.0,50.0,35.0,35.0,205.0,70.0,62.0,Fluctuating
342,Crawdaunt,3,Normal,Rogue Pokémon,Water,Dark,1.1,32.8,468.0,63.0,120.0,85.0,90.0,55.0,55.0,155.0,70.0,164.0,Fluctuating
343,Baltoy,3,Normal,Clay Doll Pokémon,Ground,Psychic,0.5,21.5,300.0,40.0,40.0,55.0,40.0,70.0,55.0,255.0,70.0,60.0,Medium Fast
344,Claydol,3,Normal,Clay Doll Pokémon,Ground,Psychic,1.5,108.0,500.0,60.0,70.0,105.0,70.0,120.0,75.0,90.0,70.0,175.0,Medium Fast
345,Lileep,3,Normal,Sea Lily Pokémon,Rock,Grass,1.0,23.8,355.0,66.0,41.0,77.0,61.0,87.0,23.0,45.0,70.0,71.0,Erratic
346,Cradily,3,Normal,Barnacle Pokémon,Rock,Grass,1.5,60.4,495.0,86.0,81.0,97.0,81.0,107.0,43.0,45.0,70.0,173.0,Erratic
347,Anorith,3,Normal,Old Shrimp Pokémon,Rock,Bug,0.7,12.5,355.0,45.0,95.0,50.0,40.0,50.0,75.0,45.0,70.0,71.0,Erratic
348,Armaldo,3,Normal,Plate Pokémon,Rock,Bug,1.5,68.2,495.0,75.0,125.0,100.0,70.0,80.0,45.0,45.0,70.0,173.0,Erratic
349,Feebas,3,Normal,Fish Pokémon,Water,,0.6,7.4,200.0,20.0,15.0,20.0,10.0,55.0,80.0,255.0,70.0,40.0,Erratic
350,Milotic,3,Normal,Tender Pokémon,Water,,6.2,162.0,540.0,95.0,60.0,79.0,100.0,125.0,81.0,60.0,70.0,189.0,Erratic
351,Castform,3,Normal,Weather Pokémon,Normal,,0.3,0.8,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,70.0,147.0,Medium Fast
351,Castform Sunny Form,3,Normal,Weather Pokémon,Fire,,0.3,0.8,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,70.0,147.0,Medium Fast
351,Castform Rainy Form,3,Normal,Weather Pokémon,Water,,0.3,0.8,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,70.0,147.0,Medium Fast
351,Castform Snowy Form,3,Normal,Weather Pokémon,Ice,,0.3,0.8,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,70.0,147.0,Medium Fast
352,Kecleon,3,Normal,Color Swap Pokémon,Normal,,1.0,22.0,440.0,60.0,90.0,70.0,60.0,120.0,40.0,200.0,70.0,154.0,Medium Slow
353,Shuppet,3,Normal,Puppet Pokémon,Ghost,,0.6,2.3,295.0,44.0,75.0,35.0,63.0,33.0,45.0,225.0,35.0,59.0,Fast
354,Banette,3,Normal,Marionette Pokémon,Ghost,,1.1,12.5,455.0,64.0,115.0,65.0,83.0,63.0,65.0,45.0,35.0,159.0,Fast
354,Mega Banette,3,Normal,Marionette Pokémon,Ghost,,1.2,13.0,555.0,64.0,165.0,75.0,93.0,83.0,75.0,45.0,35.0,194.0,Fast
355,Duskull,3,Normal,Requiem Pokémon,Ghost,,0.8,15.0,295.0,20.0,40.0,90.0,30.0,90.0,25.0,190.0,35.0,59.0,Fast
356,Dusclops,3,Normal,Beckon Pokémon,Ghost,,1.6,30.6,455.0,40.0,70.0,130.0,60.0,130.0,25.0,90.0,35.0,159.0,Fast
357,Tropius,3,Normal,Fruit Pokémon,Grass,Flying,2.0,100.0,460.0,99.0,68.0,83.0,72.0,87.0,51.0,200.0,70.0,161.0,Slow
358,Chimecho,3,Normal,Wind Chime Pokémon,Psychic,,0.6,1.0,455.0,75.0,50.0,80.0,95.0,90.0,65.0,45.0,70.0,159.0,Fast
359,Absol,3,Normal,Disaster Pokémon,Dark,,1.2,47.0,465.0,65.0,130.0,60.0,75.0,60.0,75.0,30.0,35.0,163.0,Medium Slow
359,Mega Absol,3,Normal,Disaster Pokémon,Dark,,1.2,49.0,565.0,65.0,150.0,60.0,115.0,60.0,115.0,30.0,35.0,198.0,Medium Slow
360,Wynaut,3,Normal,Bright Pokémon,Psychic,,0.6,14.0,260.0,95.0,23.0,48.0,23.0,48.0,23.0,125.0,70.0,52.0,Medium Fast
361,Snorunt,3,Normal,Snow Hat Pokémon,Ice,,0.7,16.8,300.0,50.0,50.0,50.0,50.0,50.0,50.0,190.0,70.0,60.0,Medium Fast
362,Glalie,3,Normal,Face Pokémon,Ice,,1.5,256.5,480.0,80.0,80.0,80.0,80.0,80.0,80.0,75.0,70.0,168.0,Medium Fast
362,Mega Glalie,3,Normal,Face Pokémon,Ice,,2.1,350.2,580.0,80.0,120.0,80.0,120.0,80.0,100.0,75.0,70.0,203.0,Medium Fast
363,Spheal,3,Normal,Clap Pokémon,Ice,Water,0.8,39.5,290.0,70.0,40.0,50.0,55.0,50.0,25.0,255.0,70.0,58.0,Medium Slow
364,Sealeo,3,Normal,Ball Roll Pokémon,Ice,Water,1.1,87.6,410.0,90.0,60.0,70.0,75.0,70.0,45.0,120.0,70.0,144.0,Medium Slow
365,Walrein,3,Normal,Ice Break Pokémon,Ice,Water,1.4,150.6,530.0,110.0,80.0,90.0,95.0,90.0,65.0,45.0,70.0,239.0,Medium Slow
366,Clamperl,3,Normal,Bivalve Pokémon,Water,,0.4,52.5,345.0,35.0,64.0,85.0,74.0,55.0,32.0,255.0,70.0,69.0,Erratic
367,Huntail,3,Normal,Deep Sea Pokémon,Water,,1.7,27.0,485.0,55.0,104.0,105.0,94.0,75.0,52.0,60.0,70.0,170.0,Erratic
368,Gorebyss,3,Normal,South Sea Pokémon,Water,,1.8,22.6,485.0,55.0,84.0,105.0,114.0,75.0,52.0,60.0,70.0,170.0,Erratic
369,Relicanth,3,Normal,Longevity Pokémon,Water,Rock,1.0,23.4,485.0,100.0,90.0,130.0,45.0,65.0,55.0,25.0,70.0,170.0,Slow
370,Luvdisc,3,Normal,Rendezvous Pokémon,Water,,0.6,8.7,330.0,43.0,30.0,55.0,40.0,65.0,97.0,225.0,70.0,116.0,Fast
371,Bagon,3,Normal,Rock Head Pokémon,Dragon,,0.6,42.1,300.0,45.0,75.0,60.0,40.0,30.0,50.0,45.0,35.0,60.0,Slow
372,Shelgon,3,Normal,Endurance Pokémon,Dragon,,1.1,110.5,420.0,65.0,95.0,100.0,60.0,50.0,50.0,45.0,35.0,147.0,Slow
373,Salamence,3,Normal,Dragon Pokémon,Dragon,Flying,1.5,102.6,600.0,95.0,135.0,80.0,110.0,80.0,100.0,45.0,35.0,270.0,Slow
373,Mega Salamence,3,Normal,Dragon Pokémon,Dragon,Flying,1.8,112.6,700.0,95.0,145.0,130.0,120.0,90.0,120.0,45.0,35.0,315.0,Slow
374,Beldum,3,Normal,Iron Ball Pokémon,Steel,Psychic,0.6,95.2,300.0,40.0,55.0,80.0,35.0,60.0,30.0,3.0,35.0,60.0,Slow
375,Metang,3,Normal,Iron Claw Pokémon,Steel,Psychic,1.2,202.5,420.0,60.0,75.0,100.0,55.0,80.0,50.0,3.0,35.0,147.0,Slow
376,Metagross,3,Normal,Iron Leg Pokémon,Steel,Psychic,1.6,550.0,600.0,80.0,135.0,130.0,95.0,90.0,70.0,3.0,35.0,270.0,Slow
376,Mega Metagross,3,Normal,Iron Leg Pokémon,Steel,Psychic,2.5,942.9,700.0,80.0,145.0,150.0,105.0,110.0,110.0,3.0,35.0,315.0,Slow
377,Regirock,3,Sub Legendary,Rock Peak Pokémon,Rock,,1.7,230.0,580.0,80.0,100.0,200.0,50.0,100.0,50.0,3.0,35.0,261.0,Slow
378,Regice,3,Sub Legendary,Iceberg Pokémon,Ice,,1.8,175.0,580.0,80.0,50.0,100.0,100.0,200.0,50.0,3.0,35.0,261.0,Slow
379,Registeel,3,Sub Legendary,Iron Pokémon,Steel,,1.9,205.0,580.0,80.0,75.0,150.0,75.0,150.0,50.0,3.0,35.0,261.0,Slow
380,Latias,3,Sub Legendary,Eon Pokémon,Dragon,Psychic,1.4,40.0,600.0,80.0,80.0,90.0,110.0,130.0,110.0,3.0,90.0,270.0,Slow
380,Mega Latias,3,Sub Legendary,Eon Pokémon,Dragon,Psychic,1.8,52.0,700.0,80.0,100.0,120.0,140.0,150.0,110.0,3.0,90.0,315.0,Slow
381,Latios,3,Sub Legendary,Eon Pokémon,Dragon,Psychic,2.0,60.0,600.0,80.0,90.0,80.0,130.0,110.0,110.0,3.0,90.0,270.0,Slow
381,Mega Latios,3,Sub Legendary,Eon Pokémon,Dragon,Psychic,2.3,70.0,700.0,80.0,130.0,100.0,160.0,120.0,110.0,3.0,90.0,315.0,Slow
382,Kyogre,3,Legendary,Sea Basin Pokémon,Water,,4.5,352.0,670.0,100.0,100.0,90.0,150.0,140.0,90.0,3.0,0.0,302.0,Slow
382,Primal Kyogre,3,Legendary,Sea Basin Pokémon,Water,,9.8,430.0,770.0,100.0,150.0,90.0,180.0,160.0,90.0,5.0,0.0,347.0,Slow
383,Groudon,3,Legendary,Continent Pokémon,Ground,,3.5,950.0,670.0,100.0,150.0,140.0,100.0,90.0,90.0,3.0,0.0,302.0,Slow
383,Primal Groudon,3,Legendary,Continent Pokémon,Ground,Fire,5.0,999.7,770.0,100.0,180.0,160.0,150.0,90.0,90.0,5.0,0.0,347.0,Slow
384,Rayquaza,3,Legendary,Sky High Pokémon,Dragon,Flying,7.0,206.5,680.0,105.0,150.0,90.0,150.0,90.0,95.0,45.0,0.0,306.0,Slow
384,Mega Rayquaza,3,Legendary,Sky High Pokémon,Dragon,Flying,10.8,392.0,780.0,105.0,180.0,100.0,180.0,100.0,115.0,3.0,0.0,351.0,Slow
385,Jirachi,3,Mythical,Wish Pokémon,Steel,Psychic,0.3,1.1,600.0,100.0,100.0,100.0,100.0,100.0,100.0,3.0,100.0,270.0,Slow
386,Deoxys Normal Forme,3,Mythical,DNA Pokémon,Psychic,,1.7,60.8,600.0,50.0,150.0,50.0,150.0,50.0,150.0,3.0,0.0,270.0,Slow
386,Deoxys Attack Forme,3,Mythical,DNA Pokémon,Psychic,,1.7,60.8,600.0,50.0,180.0,20.0,180.0,20.0,150.0,3.0,0.0,270.0,Slow
386,Deoxys Defense Forme,3,Mythical,DNA Pokémon,Psychic,,1.7,60.8,600.0,50.0,70.0,160.0,70.0,160.0,90.0,3.0,0.0,270.0,Slow
386,Deoxys Speed Forme,3,Mythical,DNA Pokémon,Psychic,,1.7,60.8,600.0,50.0,95.0,90.0,95.0,90.0,180.0,3.0,0.0,270.0,Slow
387,Turtwig,4,Normal,Tiny Leaf Pokémon,Grass,,0.4,10.2,318.0,55.0,68.0,64.0,45.0,55.0,31.0,45.0,70.0,64.0,Medium Slow
388,Grotle,4,Normal,Grove Pokémon,Grass,,1.1,97.0,405.0,75.0,89.0,85.0,55.0,65.0,36.0,45.0,70.0,142.0,Medium Slow
389,Torterra,4,Normal,Continent Pokémon,Grass,Ground,2.2,310.0,525.0,95.0,109.0,105.0,75.0,85.0,56.0,45.0,70.0,236.0,Medium Slow
390,Chimchar,4,Normal,Chimp Pokémon,Fire,,0.5,6.2,309.0,44.0,58.0,44.0,58.0,44.0,61.0,45.0,70.0,62.0,Medium Slow
391,Monferno,4,Normal,Playful Pokémon,Fire,Fighting,0.9,22.0,405.0,64.0,78.0,52.0,78.0,52.0,81.0,45.0,70.0,142.0,Medium Slow
392,Infernape,4,Normal,Flame Pokémon,Fire,Fighting,1.2,55.0,534.0,76.0,104.0,71.0,104.0,71.0,108.0,45.0,70.0,240.0,Medium Slow
393,Piplup,4,Normal,Penguin Pokémon,Water,,0.4,5.2,314.0,53.0,51.0,53.0,61.0,56.0,40.0,45.0,70.0,63.0,Medium Slow
394,Prinplup,4,Normal,Penguin Pokémon,Water,,0.8,23.0,405.0,64.0,66.0,68.0,81.0,76.0,50.0,45.0,70.0,142.0,Medium Slow
395,Empoleon,4,Normal,Emperor Pokémon,Water,Steel,1.7,84.5,530.0,84.0,86.0,88.0,111.0,101.0,60.0,45.0,70.0,239.0,Medium Slow
396,Starly,4,Normal,Starling Pokémon,Normal,Flying,0.3,2.0,245.0,40.0,55.0,30.0,30.0,30.0,60.0,255.0,70.0,49.0,Medium Slow
397,Staravia,4,Normal,Starling Pokémon,Normal,Flying,0.6,15.5,340.0,55.0,75.0,50.0,40.0,40.0,80.0,120.0,70.0,119.0,Medium Slow
398,Staraptor,4,Normal,Predator Pokémon,Normal,Flying,1.2,24.9,485.0,85.0,120.0,70.0,50.0,60.0,100.0,45.0,70.0,218.0,Medium Slow
399,Bidoof,4,Normal,Plump Mouse Pokémon,Normal,,0.5,20.0,250.0,59.0,45.0,40.0,35.0,40.0,31.0,255.0,70.0,50.0,Medium Fast
400,Bibarel,4,Normal,Beaver Pokémon,Normal,Water,1.0,31.5,410.0,79.0,85.0,60.0,55.0,60.0,71.0,127.0,70.0,144.0,Medium Fast
401,Kricketot,4,Normal,Cricket Pokémon,Bug,,0.3,2.2,194.0,37.0,25.0,41.0,25.0,41.0,25.0,255.0,70.0,39.0,Medium Slow
402,Kricketune,4,Normal,Cricket Pokémon,Bug,,1.0,25.5,384.0,77.0,85.0,51.0,55.0,51.0,65.0,45.0,70.0,134.0,Medium Slow
403,Shinx,4,Normal,Flash Pokémon,Electric,,0.5,9.5,263.0,45.0,65.0,34.0,40.0,34.0,45.0,235.0,70.0,53.0,Medium Slow
404,Luxio,4,Normal,Spark Pokémon,Electric,,0.9,30.5,363.0,60.0,85.0,49.0,60.0,49.0,60.0,120.0,100.0,127.0,Medium Slow
405,Luxray,4,Normal,Gleam Eyes Pokémon,Electric,,1.4,42.0,523.0,80.0,120.0,79.0,95.0,79.0,70.0,45.0,70.0,235.0,Medium Slow
406,Budew,4,Normal,Bud Pokémon,Grass,Poison,0.2,1.2,280.0,40.0,30.0,35.0,50.0,70.0,55.0,255.0,70.0,56.0,Medium Slow
407,Roserade,4,Normal,Bouquet Pokémon,Grass,Poison,0.9,14.5,515.0,60.0,70.0,65.0,125.0,105.0,90.0,75.0,70.0,232.0,Medium Slow
408,Cranidos,4,Normal,Head Butt Pokémon,Rock,,0.9,31.5,350.0,67.0,125.0,40.0,30.0,30.0,58.0,45.0,70.0,70.0,Erratic
